superintendente jurídico da SP Negócios 15h30:
Reunião
com equipe da pasta18h00: Despachos internos
"Γ8/11/2013Γagenda de o Secretário Marcos Cruz Quinta-feira , 07 de novembro de 2013 8/ 11 /2013 8h00 : despacho interno 14h30 : reunião com Bruno Rocha Nagli , superintendente jurídico de o SP negócio 15h30 : reunião com equipe de o pasta18h00 : despacho internoΓsecretario marcos cruz novembro interno bruno rocha nagli superintendente juridico sp negocio equipe pasta interno
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-11-09-29-282.txtΓ"








   Agenda do secretário Marcos Cruz  Sexta-feira, 28 de novembro de 2013    9/11/2013 
"Γ9/11/2013Γagenda de o secretário Marcos Cruz Sexta-feira , 28 de novembro de 2013 9 / 11/2013Γsecretario marcos cruz novembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-11-09-29-290.txtΓ"








   Agenda do secretário Marcos Cruz  Terça-feira, 19 de novembro de 2013.    9/11/2013 
"Γ9/11/2013Γagenda de o secretário Marcos Cruz terça-feira , 19 de novembro de 2013 . 9 / 11/2013Γsecretario marcos cruz terca novembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-11-30-27-261.txtΓ"








   Agenda do secretário Marcos Cruz  Segunda-feira, 30 de dezembro de 2013    0/12/2013 
"Γ0/12/2013Γagenda de o secretário Marcos Cruz Segunda-feira , 30 de dezembro de 2013 0/12/2013Γsecretario marcos cruz dezembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-11-30-27-265.txtΓ"








   Agenda do secretário Marcos Cruz  Sexta-feira, 20 de dezembro de 2013    0/12/2013 
"Γ0/12/2013Γagenda de o secretário Marcos Cruz Sexta-feira , 20 de dezembro de 2013 0/12/2013Γsecretario marcos cruz dezembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-11-30-27-266.txtΓ"








   Agenda do secretário Marcos Cruz  Quinta-feira, 19 de dezembro de 2013    0/12/2013  8h30: Despachos internos         10h00: Reunião com o secretário em exercício Roberto Garibe (Governo) 14h00: Participa da 11ª reunião do Conselho de Administração da Companhia São Paulo de Desenvolvimento de Ativos - SPDA 14h30: Participa da 11ª reunião do Conselho de Administração da Companhia Paulistana de Securitização 16h00: Reunião da JOF (Junta Orçamentário-Financeira) 18h00: Despachos internos 
"Γ0/12/2013Γagenda de o secretário Marcos Cruz Quinta-feira , 19 de dezembro de 2013 0/12 /2013 8h30 : despacho interno 10h00 : reunião com o secretário em exercício Roberto Garibe ( Governo ) 14h00 : participar de o 11ª reunião de o Conselho de Administração de o Companhia São Paulo de Desenvolvimento de Ativos - SPDA 14h30 : participar de o 11ª reunião de o Conselho de Administração de o Companhia Paulistana de Securitização 16h00 : reunião de o JOF ( Junta Orçamentário-Financeira ) 18h00 : despacho internoΓsecretario marcos cruz dezembro interno secretario exercicio roberto garibe governo participar conselho administracao companhia desenvolvimento ativos spda participar conselho administracao companhia paulistana securitizacao jof junta orcamentario financeira interno
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-11-30-27-267.txtΓ"








   Programa de Incentivos Fiscais para a Região Leste  A adesão ao programa será aberta em Fevereiro de 2014 e poderá ser feita online por meio do site da Secretaria de Finanças e Desenvolvimento Econômico.    0/12/2013 
"Γ0/12/2013ΓPrograma de Incentivos fiscal para o Região Leste o adesão a o programa ser abrir em fevereiro de 2014 e poder ser fazer online por meio de o site de o Secretaria de Finanças e Desenvolvimento Econômico . 0/12/2013Γprograma incentivos fiscal regiao leste adesao programa ser abrir fevereiro poder ser fazer online meio site financas desenvolvimento economico
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-11-30-28-275.txtΓ"








   Agenda do Secretário  Terça-feira, 10 de dezembro de 2013    0/12/2013 
"Γ0/12/2013Γagenda de o secretário terça-feira , 10 de dezembro de 2013 0/12/2013Γsecretario terca dezembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-11-30-28-276.txtΓ"








   Agenda do secretário Marcos Cruz  Segunda-feira, 09 de dezembro de 2013    0/12/2013 
"Γ0/12/2013Γagenda de o secretário Marcos Cruz Segunda-feira , 09 de dezembro de 2013 0/12 /2013Γsecretario marcos cruz dezembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-01-28-274.txtΓ"








   Agenda do secretário Marcos Cruz  Quarta-feira, 11 de dezembro de 2013    1/12/2013 
"Γ1/12/2013Γagenda de o secretário Marcos Cruz quarta-feira , 11 de dezembro de 2013 1/12 /2013Γsecretario marcos cruz dezembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-02-28-273.txtΓ"








   Agenda do secretário Marcos Cruz  Quinta-feira, 12 de dezembro de 2013    2/12/2013  8h30: Despachos internos 15h00: Reunião do Conselho de Administração da SP Negócios 17h30: Reunião com os secretários Cesar Callegari (Educação), e Leda Paulani (Planejamento) 18h00: Despachos internos
"Γ2/12/2013Γagenda de o secretário Marcos Cruz Quinta-feira , 12 de dezembro de 2013 2/12 /2013 8h30 : despacho interno 15h00 : reunião de o Conselho de Administração de o SP negócio 17h30 : reunião com o secretários Cesar Callegari ( Educação ) , e Leda Paulani ( planejamento ) 18h00 : despacho internoΓsecretario marcos cruz dezembro interno conselho administracao sp negocio secretarios cesar callegari educacao leda paulani planejamento interno
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-02-29-281.txtΓ"








   Agenda do secretário Marcos Cruz  Segunda-feira, 02 de dezembro de 2013    2/12/2013  8h00: Despachos internos 12h30: Reunião com o prefeito Fernando Haddad, e os secretários Roberto Garibe (Governo), Leda Paulani (Planejamento), Fernando de Mello Franco (Desenvolvimento Urbano) e Luis Massonetto (Negócios Jurídicos)  14h30: Reunião com o prefeito Fernando Haddad, e Leo Carrol, vice-Presidente da Parsons Vehicle Inspection and Compliance Business Sector, Suad Cisic, presidente da Parsons Brasil, Ricardo Quilichini, Desenvolvimento de negócios da Parsons Brasil, e os secretários Leonardo Barchini (Relações Internacionais), Luis Massonetto (Negócios Urbanos) e Ricardo Teixeira (Verde e Meio Ambiente) 15h00: Reunião do Conselho Deliberativo da Fundação Theatro Municipal de São Paulo 17h00: Reunião com a equipe de coordenação da pasta 19h00: Despachos internos
"Γ2/12/2013Γagenda de o secretário Marcos Cruz Segunda-feira , 02 de dezembro de 2013 2/12 /2013 8h00 : despacho interno 12h30 : reunião com o prefeito Fernando Haddad , e o secretários Roberto Garibe ( Governo ) , Leda Paulani ( Planejamento ) , Fernando de Mello Franco ( Desenvolvimento Urbano ) e Luis Massonetto ( negócio jurídico ) 14h30 : reunião com o prefeito Fernando Haddad , e Leo Carrol , vice-presidente de o Parsons Vehicle Inspection and Compliance Business Sector , Suad Cisic , presidente de o Parsons Brasil , Ricardo Quilichini , desenvolvimento de negócio de o Parsons Brasil , e o secretários Leonardo Barchini ( Relações Internacionais ) , Luis Massonetto ( negócio Urbanos ) e Ricardo Teixeira ( Verde e Meio Ambiente ) 15h00 : reunião de o Conselho Deliberativo de o Fundação Theatro Municipal de São Paulo 17h00 : reunião com o equipe de coordenação de o pasta 19h00 : despacho internoΓsecretario marcos cruz dezembro interno prefeito fernando haddad secretarios roberto garibe governo leda paulani planejamento fernando mello franco desenvolvimento urbano luis massonetto negocio juridico prefeito fernando haddad leo carrol vice presidente parsons vehicle inspection and compliance business sector suad cisic presidente parsons brasil ricardo quilichini desenvolvimento negocio parsons brasil secretarios leonardo barchini relacoes internacionais luis massonetto negocio urbanos ricardo teixeira verde meio ambiente conselho deliberativo fundacao theatro municipal equipe coordenacao pasta interno
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-03-28-272.txtΓ"








   Agenda do secretário Marcos Cruz  Sexta-feira, 13 de dezembro de 2013    3/12/2013 
"Γ3/12/2013Γagenda de o secretário Marcos Cruz Sexta-feira , 13 de dezembro de 2013 3/12/2013Γsecretario marcos cruz dezembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-03-28-280.txtΓ"








   Agenda do secretário Marcos Cruz  Terça-feira, 03 de dezembro de 2013    3/12/2013  8h00: Despachos internos 10h30: Reunião com o secretário Luis Massonetto (Negócios Jurídicos), e equipe 14h30: Reunião com Luiz Bueno, Diretor Superintendente da Odebrecht Infraestrutura 17h00: Despachos internos 
"Γ3/12/2013Γagenda de o secretário Marcos Cruz terça-feira , 03 de dezembro de 2013 3/12 /2013 8h00 : despacho interno 10h30 : reunião com o secretário Luis Massonetto ( negócio jurídico ) , e equipe 14h30 : reunião com Luiz Bueno , diretor Superintendente de o Odebrecht Infraestrutura 17h00 : despacho internoΓsecretario marcos cruz terca dezembro interno secretario luis massonetto negocio juridico equipe luiz bueno diretor superintendente odebrecht infraestrutura interno
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-04-28-279.txtΓ"








   Agenda do secretário Marcos Cruz  Quarta-feira, 04 de dezembro de 2013    4/12/2013  8h00: Despachos internos 10h00: Reunião com o prefeito Fernando Haddad, Wilson Poit, diretor-presidente da SP Negócios, e Marcello Hachem, Adolpho Lindenberg Filho e Flávio Haddad Buazar, da Pedreira Itaquera 11h00: Comparece à reunião da Comissão de Finanças e Orçamento na Câmara Municipal de São Paulo 14h30: Reunião com o secretário Luis Massonetto (Negócios Jurídicos), e equipe 15h00: Reunião com os secretários Leda Paulani (Planejamento) e Mário Spinelli (Controladoria) 18h00: Reunião com o Dr. Flauzilino Araujo dos Santos, presidente da Associação dos Registradores Imobiliários de São Paulo - ARISP 19h00: Despachos internos
"Γ4/12/2013Γagenda de o secretário Marcos Cruz quarta-feira , 04 de dezembro de 2013 4/12 /2013 8h00 : despacho interno 10h00 : reunião com o prefeito Fernando Haddad , Wilson Poit , diretor-presidente de o SP negócio , e Marcello Hachem , Adolpho Lindenberg Filho e Flávio Haddad Buazar , de o Pedreira Itaquera 11h00 : comparecer a o reunião de o Comissão de Finanças e Orçamento em o Câmara Municipal de São Paulo 14h30 : reunião com o secretário Luis Massonetto ( negócio jurídico ) , e equipe 15h00 : reunião com o secretários Leda Paulani ( planejamento ) e Mário Spinelli ( controladoria ) 18h00 : reunião com o Dr. Flauzilino Araujo de o Santos , presidente de o associação de o Registradores Imobiliários de São Paulo - ARISP 19h00 : despacho internoΓsecretario marcos cruz dezembro interno prefeito fernando haddad wilson poit diretor presidente sp negocio marcello hachem adolpho lindenberg filho flavio haddad buazar pedreira itaquera comparecer comissao financas orcamento camara municipal secretario luis massonetto negocio juridico equipe secretarios leda paulani planejamento mario spinelli controladoria dr flauzilino araujo santos presidente associacao registradores imobiliarios arisp interno
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-05-28-278.txtΓ"








   Agenda do secretário Marcos Cruz  Quinta-feira, 05 de dezembro de 2013    5/12/2013  8h00: Despachos internos 9h30: Participa do Brazil Opportunities Conference 2013 - Banco J.P.Morgan – Painel: ""State Finances: Balancing Fiscal and Investment Needs"", com os secretários de finanças estaduais Andrea Sandro Calabi (São Paulo), Renato Villela (Rio de Janeiro), e Leonardo Mauricio Colombini Lima (Minas Gerais) 12h30: Reunião com o prefeito Fernando Haddad 14h00: Reunião com o prefeito Fernando Haddad, e Cláudio Lottenberg, presidente do Hospital Israelita Albert Einstein, e os secretários José de Filippi (Saúde), e Luis Massonetto (Negócios Jurídicos) 15h30: Reunião com Deborah Wetzel, diretora do Banco Mundial no Brasil, Gregor Wolf e Paul Kriss, coordenadores setoriais para desenvolvimento sustentável do Banco Mundial, Magnus Lindelow, coordenador setorial para desenvolvimento humano do Banco Mundial, Roland Clarke, coordenador setorial para redução da pobreza e gerenciamento econômico do Banco Mundial, e Ariane di Iorio, oficial sênior para Investimentos do IFC - International Finance Corporation 18h00: Despachos internos 
"Γ5/12/2013Γ"agenda de o secretário Marcos Cruz Quinta-feira , 05 de dezembro de 2013 5/12 /2013 8h00 : despacho interno 9h30 : participar de o Brazil Opportunities Conference 2013 - Banco J.P.Morgan – Painel : "" State Finances : Balancing Fiscal and Investment Needs "" , com o secretários de finanças estadual Andrea Sandro Calabi ( São Paulo ) , Renato Villela ( Rio de Janeiro ) , e Leonardo Mauricio Colombini Lima ( Minas Gerais ) 12h30 : reunião com o prefeito Fernando Haddad 14h00 : reunião com o prefeito Fernando Haddad , e Cláudio Lottenberg , presidente de o hospital Israelita Albert Einstein , e o secretários José de Filippi ( Saúde ) , e Luis Massonetto ( negócio jurídico ) 15h30 : reunião com Deborah Wetzel , diretora de o Banco Mundial em o Brasil , Gregor Wolf e Paul Kriss , coordenador setorial para desenvolvimento sustentável de o Banco Mundial , Magnus Lindelow , coordenador setorial para desenvolvimento humano de o Banco Mundial , Roland Clarke , coordenador setorial para redução de o pobreza e gerenciamento econômico de o Banco Mundial , e Ariane di Iorio , oficial sênior para Investimentos de o IFC - International Finance Corporation 18h00 : despacho interno"Γsecretario marcos cruz dezembro interno participar brazil opportunities conference banco j p morgan - painel state finances balancing fiscal and investment needs secretarios financas estadual andrea sandro calabi renato villela rio janeiro leonardo mauricio colombini lima minas gerais prefeito fernando haddad prefeito fernando haddad claudio lottenberg presidente hospital israelita albert einstein secretarios jose filippi saude luis massonetto negocio juridico deborah wetzel diretora banco mundial brasil gregor wolf paul kriss coordenador setorial desenvolvimento sustentavel banco mundial magnus lindelow coordenador setorial desenvolvimento humano banco mundial roland clarke coordenador setorial reducao pobreza gerenciamento economico banco mundial ariane di iorio oficial senior investimentos ifc international finance corporation interno
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-06-28-271.txtΓ"








   Agenda do secretário Marcos Cruz  Segunda-feira, 16 de dezembro de 2013    6/12/2013  8h30: Despachos internos. 10h30: Reunião com a equipe de coordenação da pasta. 14h30: Reunião com o secretário Jilmar Tatto (Transportes) e com Adauto Farias, diretor de gestão econômico-financeira da SPTrans. 15h30: Reunião com Jacques Yazbek (COHAB) e com os secretários Luis Massoneto (Negócios Jurídicos) e José Floriano (Habitação).  
"Γ6/12/2013Γagenda de o secretário Marcos Cruz Segunda-feira , 16 de dezembro de 2013 6/12 /2013 8h30 : despacho interno . 10h30 : reunião com o equipe de coordenação de o pasta . 14h30 : reunião com o secretário Jilmar Tatto ( Transportes ) e com Adauto Farias , diretor de gestão econômico-financeiro de o SPTrans . 15h30 : reunião com Jacques Yazbek ( COHAB ) e com o secretários Luis Massoneto ( negócio jurídico ) e José Floriano ( Habitação ) .Γsecretario marcos cruz dezembro interno equipe coordenacao pasta secretario jilmar tatto transportes adauto farias diretor gestao economico financeiro sptrans jacques yazbek cohab secretarios luis massoneto negocio juridico jose floriano habitacao
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-06-28-277.txtΓ"








   Agenda do secretário Marcos Cruz  Sexta-feira, 06 de dezembro de 2013    6/12/2013 
"Γ6/12/2013Γagenda de o secretário Marcos Cruz Sexta-feira , 06 de dezembro de 2013 6/12 /2013Γsecretario marcos cruz dezembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-07-27-262.txtΓ"








   Agenda do secretário Marcos Cruz  Sexta-feira, 27 de dezembro de 2013    7/12/2013 
"Γ7/12/2013Γagenda de o secretário Marcos Cruz Sexta-feira , 27 de dezembro de 2013 7/12/2013Γsecretario marcos cruz dezembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-07-27-263.txtΓ"








   Agenda do secretário Marcos Cruz  Quinta-feira, 26 de dezembro de 2013    7/12/2013 
"Γ7/12/2013Γagenda de o secretário Marcos Cruz Quinta-feira , 26 de dezembro de 2013 7/12/2013Γsecretario marcos cruz dezembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-07-27-264.txtΓ"








   Agenda do secretário Marcos Cruz  Segunda-feira, 23 de dezembro de 2013    7/12/2013 
"Γ7/12/2013Γagenda de o secretário Marcos Cruz Segunda-feira , 23 de dezembro de 2013 7/12/2013Γsecretario marcos cruz dezembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-07-27-270.txtΓ"








   Agenda do secretário Marcos Cruz  Terça-feira, 17 de dezembro de 2013
    7/12/2013 
"Γ7/12/2013Γagenda de o secretário Marcos Cruz terça-feira , 17 de dezembro de 2013 7/12/2013Γsecretario marcos cruz terca dezembro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-08-27-269.txtΓ"








   Agenda do secretário Marcos Cruz  Quarta-feira, 18 de dezembro de 2013    8/12/2013  8h30: Despachos internos 14h00: Reunião da Comissão de Melhoria de
Processo de Abertura de Empresas 15h30: Participa
do Balanço e Perspectivas - Encontro 2013 da Secretaria de Finanças e
Desenvolvimento Econômico
"Γ8/12/2013Γagenda de o secretário Marcos Cruz quarta-feira , 18 de dezembro de 2013 8/12 /2013 8h30 : despacho interno 14h00 : reunião de o Comissão de Melhoria de Processo de Abertura de Empresas 15h30 : participar de o Balanço e Perspectivas - Encontro 2013 de o Secretaria de Finanças e Desenvolvimento EconômicoΓsecretario marcos cruz dezembro interno comissao melhoria processo abertura empresas participar balanco perspectivas encontro financas desenvolvimento economico
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-09-27-268.txtΓ"








       Secretario Marcos Cruz realiza seminário sobre automação tributária na POLI-USP  Evento realizado em parceria com a Universidade de São Paulo teve como objetivo a apresentação do Sistema Autenticador e Transmissor de Documentos Fiscais Eletrônicos    9/12/2013  O Secretário de Finanças e Desenvolvimento
Econômico, Marcos Cruz, participou no dia 17 de dezembro do Seminário de Automação Tributária da
Cidade de São Paulo. O tema
principal do seminário foi a exposição do projeto SAT-ISS, o Sistema
Autenticador e Transmissor de Documentos Fiscais Eletrônicos.  O SAT-ISS é um equipamento que se destina à
emissão e transmissão de Nota Fiscal de Serviços Eletrônica – NFS-e. A
ferramenta aumenta os controles de natureza fiscal, referentes a prestações de
serviços sujeitas ao Imposto sobre Serviços de Qualquer Natureza – ISS. O evento, realizado na Escola Politécnica da
Universidade de São Paulo, teve ainda espaço para discussão acerca da
infraestrutura necessária ao desenvolvimento de um projeto como o SAT-ISS, e
uma seção destinada a comentários das associações de fabricantes do
equipamento. 
"Γ9/12/2013Γsecretario Marcos Cruz realizar seminário sobre automação tributário em o POLI-USP evento realizar em parceria com o Universidade de São Paulo ter como objetivo o apresentação de o Sistema Autenticador e Transmissor de documento Fiscais Eletrônicos 9/12/2013 o Secretário de Finanças e Desenvolvimento Econômico , Marcos Cruz , participar em o dia 17 de dezembro de o Seminário de Automação Tributária de o Cidade de São Paulo . o tema principal de o seminário ser o exposição de o projeto Sat-iss , o Sistema Autenticador e Transmissor de documento Fiscais Eletrônicos . o Sat-iss ser um equipamento que se destinar a o emissão e transmissão de Nota Fiscal de Serviços Eletrônica – NFS-e . o ferramenta aumentar o controle de natureza fiscal , referente a prestação de serviço sujeitar a o Imposto sobre Serviços de qualquer Natureza – iss . o evento , realizar em o Escola Politécnica de o Universidade de São Paulo , ter ainda espaço para discussão acerca de o infraestrutura necessário a o desenvolvimento de um projeto como o Sat-iss , e um seção destinar a comentário de o associação de fabricante de o equipamento .Γsecretario marcos cruz realizar seminario sobre automacao tributario poli usp evento realizar parceria universidade ter objetivo apresentacao sistema autenticador transmissor documento fiscais eletronicos secretario financas desenvolvimento economico marcos cruz participar dia dezembro seminario automacao tributaria tema principal seminario ser exposicao projeto sat iss sistema autenticador transmissor documento fiscais eletronicos sat iss ser equipamento destinar emissao transmissao nota fiscal servicos eletronica - nfs ferramenta aumentar controle natureza fiscal referente prestacao servico sujeitar imposto sobre servicos qualquer natureza - iss evento realizar escola politecnica universidade ter ainda espaco discussao acerca infraestrutura necessario desenvolvimento projeto sat iss secao destinar comentario associacao fabricante equipamento
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-31-24-240.txtΓ"








   Agenda do secretário Marcos Cruz  Quinta-feira, 30 de janeiro de 2014    0/01/2014 
"Γ0/01/2014Γagenda de o secretário Marcos Cruz Quinta-feira , 30 de janeiro de 2014 0/01/2014Γsecretario marcos cruz janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-31-25-249.txtΓ"








   Agenda do secretário substituto Antonio Paulo Vogel  Segunda-feira, 20 de janeiro de 2014.    0/01/2014 
"Γ0/01/2014Γagenda de o secretário substituto Antonio Paulo Vogel Segunda-feira , 20 de janeiro de 2014 . 0/01/2014Γsecretario substituto antonio vogel janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2013-12-31-26-254.txtΓ"








   Agenda do secretário substituto Antonio Paulo Vogel  Sexta-feira, 10 de janeiro de 2014.    0/01/2014  8h00: Despachos internos. 09h30: Visita à região de Itaquera, com o prefeito Fernando Haddad, para assinatura do decreto que regulamenta a lei nº 15.931, que cria o Programa de Incentivos Fiscais para Prestadores de Serviços da Região da Zona Leste. 18h00: Despachos internos.
"Γ0/01/2014Γagenda de o secretário substituto Antonio Paulo Vogel Sexta-feira , 10 de janeiro de 2014 . 0/01/2014 8h00 : despacho interno . 09h30 : visita a o região de Itaquera , com o prefeito Fernando Haddad , para assinatura de o decreto que regulamentar o lei nº 15.931 , que criar o Programa de Incentivos Fiscais para Prestadores de Serviços de o Região de o Zona Leste . 18h00 : despacho interno .Γsecretario substituto antonio vogel janeiro interno visita regiao itaquera prefeito fernando haddad assinatura decreto regulamentar lei criar programa incentivos fiscais prestadores servicos regiao zona leste interno
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2014-01-01-24-239.txtΓ"








   Agenda do secretário Marcos Cruz  Sexta-feira, 31 de janeiro de 2014    1/01/2014 
"Γ1/01/2014Γagenda de o secretário Marcos Cruz Sexta-feira , 31 de janeiro de 2014 1/01/2014Γsecretario marcos cruz janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2014-01-02-25-247.txtΓ"








   Agenda do secretário substituto Antonio Paulo Vogel  Quarta-feira, 22 de janeiro de 2014.    2/01/2014 
"Γ2/01/2014Γagenda de o secretário substituto Antonio Paulo Vogel quarta-feira , 22 de janeiro de 2014 . 2/01/2014Γsecretario substituto antonio vogel janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2014-01-02-25-248.txtΓ"








   Agenda do secretário substituto Antonio Paulo Vogel  Terça-feira, 21 de janeiro de 2014    2/01/2014 
"Γ2/01/2014Γagenda de o secretário substituto Antonio Paulo Vogel terça-feira , 21 de janeiro de 2014 2/01 /2014Γsecretario substituto antonio vogel terca janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2014-01-03-25-245.txtΓ"








   Agenda do secretário substituto Antonio Paulo Vogel  Quinta-feira, 23 de janeiro de 2014.    3/01/2014 
"Γ3/01/2014Γagenda de o secretário substituto Antonio Paulo Vogel Quinta-feira , 23 de janeiro de 2014 . 3/01/2014Γsecretario substituto antonio vogel janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2014-01-03-25-246.txtΓ"








   Agenda do secretário substituto Antonio Paulo Vogel  Quinta-feira, 16 de janeiro de 2014.    3/01/2014 
"Γ3/01/2014Γagenda de o secretário substituto Antonio Paulo Vogel Quinta-feira , 16 de janeiro de 2014 . 3/01/2014Γsecretario substituto antonio vogel janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2014-01-03-26-253.txtΓ"








   Agenda do secretário substituto Antonio Paulo Vogel  Segunda-feira, 13 de janeiro de 2014.
    3/01/2014 
"Γ3/01/2014Γagenda de o secretário substituto Antonio Paulo Vogel Segunda-feira , 13 de janeiro de 2014 . 3/01/2014Γsecretario substituto antonio vogel janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2014-01-03-26-259.txtΓ"








   Agenda do secretário Marcos Cruz  Sexta-feira, 03 de janeiro de 2014.
    3/01/2014 
"Γ3/01/2014Γagenda de o secretário Marcos Cruz Sexta-feira , 03 de janeiro de 2014 . 3/01/2014Γsecretario marcos cruz janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2014-01-03-26-260.txtΓ"








   Agenda do secretário Marcos Cruz  Quinta-feira, 02 de janeiro de 2014    3/01/2014 
"Γ3/01/2014Γagenda de o secretário Marcos Cruz Quinta-feira , 02 de janeiro de 2014 3/01/2014Γsecretario marcos cruz janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2014-01-04-25-244.txtΓ"








   Agenda do secretário substituto Antonio Paulo Vogel  Sexta-feira, 24 de janeiro de 2014.    4/01/2014 
"Γ4/01/2014Γagenda de o secretário substituto Antonio Paulo Vogel Sexta-feira , 24 de janeiro de 2014 . 4/01/2014Γsecretario substituto antonio vogel janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2014-01-05-26-251.txtΓ"








   Agenda do secretário substituto Antonio Paulo Vogel  Quarta-feira, 15 de janeiro de 2014.    5/01/2014 
"Γ5/01/2014Γagenda de o secretário substituto Antonio Paulo Vogel quarta-feira , 15 de janeiro de 2014 . 5/01/2014Γsecretario substituto antonio vogel janeiro
C:\3\DOUTORADO\NATUREZAS\1\3. NOTÍCIAS INSTITUCIONAIS\prefeitura\fazenda\2014-01-05-26-252.txtΓ"








   Agenda do secretário substituto Antonio Paulo Vogel  Terça-feira, 14 de janeiro de 2014.    5/01/2014 
